Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
T128,2052,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T129,2051,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T130,2053,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T131,2050,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T132,1027,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T133,1028,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T136,2059,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T137,2056,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T138,2057,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
T140,2060,T24 - Highflats,40.000,"",2015-10-16,"R8,933.68","R1,340.05",400,Yes
