Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
644254,5071,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644255,5072,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644256,5073,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644257,5074,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644260,5075,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644261,5076,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644262,5077,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644264,5078,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644265,5130,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
644266,5131,Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
corobrick-subbies,"",Corobrick - Avoca,40.000,312,2015-09-12,R0.00,R0.00,0,Yes
