Truck,Customer,Subcontractor,Loading ETA,Loading Arrival,Tripleg Income,Total Kms,Loading Started,Expected Total Kms
C1,Toyota Tsusho Africa F & V,"",2015-09-29 09:30:00,2015-09-29 09:30:00,603.51,16,2015-09-29 09:50:00,0
C1,Toyota Tsusho Africa F & V,"",2015-09-29 11:30:00,2015-09-29 11:30:00,603.51,17,2015-09-29 13:50:00,0
C3,Toyota Tsusho Africa F & V,"",2015-09-29 06:30:00,2015-09-29 06:30:00,603.51,16,2015-09-29 06:35:00,0
C3,Toyota Tsusho Africa F & V,"",2015-09-29 09:00:00,2015-09-29 09:00:00,603.51,17,2015-09-29 11:50:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 01:15:00,2015-09-29 01:15:00,122.45,17,2015-09-29 02:00:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 06:30:00,2015-09-29 06:30:00,122.45,16,2015-09-29 06:35:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 08:10:00,2015-09-29 08:10:00,122.45,17,2015-09-29 08:15:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 09:30:00,2015-09-29 09:30:00,122.45,16,2015-09-29 09:50:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 11:30:00,2015-09-29 11:30:00,122.45,17,2015-09-29 11:50:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 13:35:00,2015-09-29 13:35:00,122.45,16,2015-09-29 13:50:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 19:30:00,2015-09-29 19:30:00,122.45,17,2015-09-29 19:35:00,0
IMV1,Toyota Tsusho Africa F & V,"",2015-09-29 21:30:00,2015-09-29 21:30:00,122.45,17,2015-09-29 22:50:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 00:25:00,2015-09-29 00:25:00,120.70,16,2015-09-29 00:30:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 02:20:00,2015-09-29 02:20:00,120.70,17,2015-09-29 02:55:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 06:30:00,2015-09-29 06:30:00,120.70,17,2015-09-29 07:10:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 08:35:00,2015-09-29 08:35:00,120.70,16,2015-09-29 08:40:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 10:40:00,2015-09-29 10:40:00,120.70,17,2015-09-29 10:50:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 12:20:00,2015-09-29 12:20:00,120.70,17,2015-09-29 13:05:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 19:30:00,2015-09-29 19:30:00,120.70,16,2015-09-29 19:35:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 20:45:00,2015-09-29 20:45:00,120.70,17,2015-09-29 21:35:00,0
IMV2,Toyota Tsusho Africa F & V,"",2015-09-29 23:40:00,2015-09-29 23:40:00,293.13,17,2015-09-29 23:41:00,0
IMV3,Toyota Tsusho Africa F & V,"",2015-09-29 21:15:00,2015-09-29 21:15:00,"1,207.01",17,2015-09-29 21:20:00,0
