Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
T021,4001,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T022,4002,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T023,4032,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R8,219.86","R1,479.58",387,Yes
T024,4033,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R8,219.86","R1,479.58",387,No
T025,4003,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T037,4004,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T038,4021,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T039,4036,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T040,4040,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,No
T041,4041,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T042,4042,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T043,4043,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
T044,4022,T24 - Revenue - Sappi,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
T045,4023,T24 - Revenue - Sappi,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
T046,4024,T24 - Revenue - Sappi,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
T047,4005,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T048,4006,T24 - Revenue - Sappi,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T049,4045,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T050,4007,T24 - Revenue - Sappi,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T052,4013,T24 - Revenue - Mondi KZN,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T053,4016,T24 - Revenue - Mondi KZN,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T054,4025,T24 - Revenue - Sappi,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T055,4014,T24 - Howick,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T056,4008,T24 - Revenue - Sappi,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T057,4017,T24 - Revenue - Mondi KZN,"",2015-08-12,"R8,177.11","R1,471.88",417,Yes
T058,1023,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T059,1026,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T060,2006,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T061,1025,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T062,2007,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T063,2008,T24 - Revenue - Mondi KZN,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T064,"",T24 - Howick,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T065,30028,T24 - Howick,"",2015-08-12,"R10,796.10","R1,943.30",600,No
T066,30013,T24 - Howick,"",2015-08-12,"R10,796.10","R1,943.30",600,Yes
T067,30014,T24 - Howick,"",2015-08-12,"R10,796.10","R1,943.30",600,Yes
T110,4010,T24 - Revenue - Merensky,"",2015-08-12,"R8,704.81","R1,566.87",400,Yes
T116,4029,T24 - Revenue - Vryhied Adhoc,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
T117,4009,T24 - Revenue - Merensky,"",2015-08-12,"R9,575.29","R1,723.55",440,Yes
T118,4012,T24 - Revenue - Merensky,"",2015-08-12,"R9,575.29","R1,723.55",440,Yes
T120,4031,T24 - Revenue - Merensky,"",2015-08-12,"R8,704.81","R1,566.87",400,Yes
T128,2052,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T129,2051,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T130,2053,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T131,2050,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T132,1027,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T133,1028,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T134,1036,T24 - Highflats,"",2015-08-12,"R11,419.06","R2,055.43",550,Yes
T135,1037,T24 - Highflats,"",2015-08-12,"R11,419.06","R2,055.43",550,Yes
T136,2059,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T137,2056,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T138,2057,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T140,2060,T24 - Highflats,"",2015-08-12,"R9,492.04","R1,708.57",425,Yes
T141,"",T24 - Revenue - Hfts AdHoc,"",2015-08-12,"R6,805.01","R1,224.90",550,No
T142,"",T24 - Timber24,"",2015-08-12,"R6,805.01","R1,224.90",550,No
T143,"",T24 - Timber24,"",2015-08-12,"R6,805.01","R1,224.90",550,No
T144,"",T24 - Revenue - Sappi KZN,"",2015-08-12,"R6,805.01","R1,224.90",550,No
T145,"",T24 - Revenue - Sappi KZN,"",2015-08-12,"R6,805.01","R1,224.90",550,Yes
T146,"",T24 - Revenue - Sappi KZN,"",2015-08-12,"R6,805.01","R1,224.90",550,Yes
T147,146,T24 - Timber24,"",2015-08-12,"R6,805.01","R1,224.90",550,Yes
T148,6002,T24 - Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T149,"",T24 - Revenue MPU Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T150,"",T24 - Revenue MPU Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T151,TBA,T24 - Revenue MPU Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T152,"",T24 - Revenue MPU Adhoc,"",2015-08-12,"R7,459.93","R1,342.79",435,Yes
T153,5561,T24 - Howick,"",2015-08-12,"R8,609.25","R1,549.67",500,Yes
