Truck,Date,Income,Contribution,Kms,Blackout Status
444005,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444006,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444007,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444008,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444009,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444010,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444011,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444012,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444013,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444014,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444015,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444016,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444017,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444018,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444019,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444020,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444021,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444022,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444023,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444024,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444027,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444028,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444029,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444030,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444033,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444034,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444035,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444036,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444037,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444038,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444039,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444040,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444041,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444042,2015-03-31,"R9,321.77","R1,110.22",491,Yes
444043,2015-03-31,"R9,321.77","R1,110.22",491,Yes
anglo-subbies,2015-03-31,"R201,567.58","R36,282.16",10606,Yes
