Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
T058,1023,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T059,1026,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T060,2006,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T061,1025,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T062,2007,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T063,2008,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T064,6018,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T065,30028,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T066,30013,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
T067,30014,T24 - Revenue - Mondi KZN,40.000,"",2015-09-24,"R10,796.10","R1,943.30",600,Yes
