Truck,FM ID,Primary Fleet,Function Code,Date,Income,Contribution,Kms,Blackout Status
120,1189,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,Yes
121,1190,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
144,1172,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
149,30087,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,No
151,3088,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
267,1221,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
328,5566,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
332,5554,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
337,30502,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,No
344,30206,Freight - Volumax Fleet,005,2015-08-01,"R6,989.60",R721.45,444,Yes
346,30201,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,Yes
347,30204,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,Yes
348,30203,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,No
38,30048,LWT Fleet,002,2015-08-01,"R6,989.60",R721.45,444,No
43,30046,Africa - Copperbelt Fleet,010,2015-08-01,"R8,629.71",R983.78,373,Yes
