startDate,stopDate,Truck
2015-03-10 00:00:00,2015-03-11 00:00:00,444007
2015-03-10 00:00:00,2015-03-11 00:00:00,444008
2015-03-10 00:00:00,2015-03-11 00:00:00,444009
2015-03-10 00:00:00,2015-03-11 00:00:00,444011
2015-03-10 00:00:00,2015-03-11 00:00:00,444012
2015-03-10 00:00:00,2015-03-11 00:00:00,444013
2015-03-10 00:00:00,2015-03-11 00:00:00,444021
2015-03-10 00:00:00,2015-03-11 00:00:00,444022
2015-03-10 00:00:00,2015-03-11 00:00:00,444023
2015-03-10 00:00:00,2015-03-11 00:00:00,444027
2015-03-10 00:00:00,2015-03-11 00:00:00,444028
2015-03-10 00:00:00,2015-03-11 00:00:00,444029
2015-03-10 00:00:00,2015-03-11 00:00:00,444033
2015-03-10 00:00:00,2015-03-11 00:00:00,444034
2015-03-10 00:00:00,2015-03-11 00:00:00,444035
2015-03-10 00:00:00,2015-03-11 00:00:00,444036
2015-03-10 00:00:00,2015-03-11 00:00:00,444037
2015-03-10 00:00:00,2015-03-11 00:00:00,444038
2015-03-10 00:00:00,2015-03-11 00:00:00,444039
2015-03-10 00:00:00,2015-03-11 00:00:00,444040
2015-03-10 00:00:00,2015-03-11 00:00:00,444041
2015-03-10 00:00:00,2015-03-11 00:00:00,444042
2015-03-10 00:00:00,2015-03-11 00:00:00,444043
2015-03-10 00:00:00,2015-03-11 00:00:00,Anglo - Aux
2015-03-10 00:00:00,2015-03-11 00:00:00,444030
2015-03-10 00:00:00,2015-03-11 00:00:00,444016
2015-03-10 00:00:00,2015-03-11 00:00:00,444032
2015-03-10 00:00:00,2015-03-11 00:00:00,444031
2015-03-10 00:00:00,2015-03-11 00:00:00,444025
2015-03-10 00:00:00,2015-03-11 00:00:00,444026
