Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
444001,5382,PPC - Heriotdale,40.000,301,2015-08-13,"R6,983.87","R1,910.97",253,Yes
444002,5383,PPC - Heriotdale,40.000,301,2015-08-13,"R6,983.87","R1,910.97",253,Yes
545218,5155,PPC - Heriotdale,40.000,301,2015-08-13,"R9,753.84","R2,668.90",428,Yes
545221,5149,PPC - Heriotdale,40.000,301,2015-08-13,"R9,753.84","R2,668.90",428,No
545222,5150,PPC - Heriotdale,40.000,301,2015-08-13,"R9,753.84","R2,668.90",428,No
545223,5151,PPC - Heriotdale,40.000,301,2015-08-13,"R9,809.88","R2,684.23",326,Yes
545226,5152,PPC - Heriotdale,40.000,301,2015-08-13,"R9,809.88","R2,684.23",326,No
545227,5153,PPC - Heriotdale,40.000,301,2015-08-13,"R9,809.88","R2,684.23",326,Yes
545231,9033,PPC - Heriotdale,40.000,301,2015-08-13,"R4,286.60","R1,406.80",88,Yes
644258,5156,PPC - Heriotdale,40.000,301,2015-08-13,"R6,799.58","R1,860.54",285,Yes
644259,5157,PPC - Heriotdale,40.000,301,2015-08-13,"R6,799.58","R1,860.54",285,Yes
D621,377,PPC - Heriotdale,40.000,301,2015-08-13,"R11,106.97","R3,039.15",509,Yes
E41,337,PPC - Heriotdale,40.000,301,2015-08-13,"R9,862.03","R2,698.50",329,Yes
T2875,5159,PPC - Heriotdale,40.000,301,2015-08-13,"R9,862.03","R2,698.50",329,Yes
T2899,5161,PPC - Heriotdale,40.000,301,2015-08-13,"R9,862.03","R2,698.50",329,Yes
T2924,5162,PPC - Heriotdale,40.000,301,2015-08-13,"R9,862.03","R2,698.50",329,Yes
T2948,5163,PPC - Heriotdale,40.000,301,2015-08-13,"R9,862.03","R2,698.50",329,Yes
T2950,5164,PPC - Heriotdale,40.000,301,2015-08-13,"R12,534.52","R3,429.77",498,Yes
