Truck,Date,Income,Contribution,Kms,Blackout Status
538255,2014-06-30,"R9,891.38","R1,290.18",640,No
538257,2014-06-30,"R9,891.38","R1,290.18",640,No
DS05,2014-06-30,"R4,541.83",R592.41,178,No
DS10,2014-06-30,"R4,541.83",R592.41,178,No
DS12,2014-06-30,"R3,112.79",R406.02,145,Yes
DS13,2014-06-30,"R3,112.79",R406.02,145,Yes
DS14,2014-06-30,"R3,202.83",R417.76,178,Yes
DS15,2014-06-30,"R3,112.79",R406.02,145,Yes
DS16,2014-06-30,"R3,112.79",R406.02,145,Yes
DS17,2014-06-30,"R4,541.83",R592.41,178,No
DS18,2014-06-30,"R4,541.83",R592.41,178,No
DS19,2014-06-30,"R3,229.79",R421.28,200,No
DS20,2014-06-30,"R3,240.88",R422.72,186,Yes
DS21,2014-06-30,"R3,112.79",R406.02,145,Yes
DS23,2014-06-30,"R3,112.79",R406.02,145,Yes
DS25,2014-06-30,"R3,112.79",R406.02,145,Yes
DS37,2014-06-30,"R3,229.79",R421.28,200,No
DS39,2014-06-30,"R3,112.79",R406.02,145,Yes
DS41,2014-06-30,"R3,202.83",R417.76,178,Yes
DS43,2014-06-30,"R3,112.79",R406.02,145,Yes
DS44,2014-06-30,"R3,112.79",R406.02,145,Yes
DS45,2014-06-30,"R3,112.79",R406.02,145,Yes
DS63,2014-06-30,"R4,541.83",R592.41,178,No
DS64,2014-06-30,"R4,541.83",R592.41,178,No
DS65,2014-06-30,"R3,240.88",R422.72,186,No
DS67,2014-06-30,"R3,112.79",R406.02,145,No
DS68,2014-06-30,"R3,112.79",R406.02,145,Yes
DS70,2014-06-30,"R3,112.79",R406.02,145,Yes
DS71,2014-06-30,"R3,112.79",R406.02,145,Yes
DS72,2014-06-30,"R3,112.79",R406.02,145,Yes
DS73,2014-06-30,"R3,112.79",R406.02,145,Yes
DS74,2014-06-30,"R3,240.88",R422.72,186,Yes
DS75,2014-06-30,"R3,202.83",R417.76,178,Yes
DS76,2014-06-30,"R3,229.79",R421.28,200,No
DS78,2014-06-30,"R9,891.38","R1,290.18",640,No
