Truck,Date,Income,Contribution,Kms,Blackout Status
E30,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E45,2015-03-31,"R6,807.69","R2,009.39",385,Yes
EC144017,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144018,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144019,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144020,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144021,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144022,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144023,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144024,2015-03-31,"R6,705.00","R1,625.89",346,No
EC144025,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144026,2015-03-31,"R6,705.00","R1,625.89",346,No
EC144027,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144028,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144029,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144030,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144031,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144032,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144033,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144034,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144035,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144036,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144037,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144038,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945017,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945018,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945019,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945020,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945021,2015-03-31,"R6,705.00","R1,625.89",346,Yes
