Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
644251,5267,Illovo - Avoca,40.000,330,2015-10-10,"R5,541.92",R543.92,225,Yes
D551,9718,Illovo - Avoca,40.000,330,2015-10-10,"R5,541.92",R543.92,225,Yes
D552,9717,Illovo - Avoca,40.000,330,2015-10-10,"R5,541.92",R543.92,225,Yes
D640,30586,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
D641,30606,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
D642,30587,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
D643,30572,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D644,30573,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D645,"",Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D646,30575,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D647,30576,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D648,30577,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D649,30578,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D650,30579,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D651,30580,Illovo - Avoca,40.000,330,2015-10-10,"R14,183.67","R4,395.95",677,Yes
D652,30581,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
D653,30585,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
D654,30607,Illovo - Avoca,40.000,330,2015-10-10,"R11,629.63","R3,604.37",630,Yes
ILLOVO SUB 23257,"",Illovo - Avoca,40.000,330,2015-10-10,R0.01,R0.01,0,Yes
ILLOVO SUB 23259,"",Illovo - Avoca,40.000,330,2015-10-10,R0.01,R0.01,0,Yes
ILLOVO SUB 23299,"",Illovo - Avoca,40.000,330,2015-10-10,R0.01,R0.01,0,Yes
ILLOVO SUB 23301,"",Illovo - Avoca,40.000,330,2015-10-10,R0.01,R0.01,0,Yes
