Truck,FM ID,Primary Fleet,Fleet Tonnages,Function Code,Date,Income,Contribution,Kms,Blackout Status
143001,5261,Premier Durban,"","",2015-09-08,"R8,113.79","R1,460.48",533,Yes
143002,5262,Premier Durban,"","",2015-09-08,"R8,113.79","R1,460.48",533,Yes
143004,5264,Premier Durban,"","",2015-09-08,"R8,113.79","R1,460.48",533,Yes
DS12,1060,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS13,1053,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS14,1058,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS15,1061,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS16,1054,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS21,1207,Premier Durban,"","",2015-09-08,"R1,786.34",R321.54,66,Yes
DS23,1208,Premier Durban,"","",2015-09-08,"R1,786.34",R321.54,66,Yes
DS25,1206,Premier Durban,"","",2015-09-08,"R1,786.34",R321.54,66,Yes
DS37,230,Premier Newcastle,"","",2015-09-08,"R3,239.05",R583.03,240,No
DS39,208,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS41,209,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS43,210,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS44,217,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS45,214,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS579,"",Premier Durban,"","",2015-09-08,"R1,786.38",R321.55,66,Yes
DS65,232Z,Premier Empangeni,"","",2015-09-08,"R3,200.68",R576.12,233,Yes
DS66,233,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS67,215I,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS68,234,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS70,216K,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS71,218L,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS72,229,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS73,235N,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS74,211ZA,Premier Empangeni,"","",2015-09-08,"R3,200.68",R576.12,233,Yes
DS75,236IJ,Premier Durban,"","",2015-09-08,"R2,729.32",R491.28,97,Yes
DS76,237GH,Premier Newcastle,"","",2015-09-08,"R3,239.05",R583.03,240,No
